dnds	frequency
0.1997245325	B
0.1997245325	B
0.1997245325	B
0.0000000000	B
0.0000000000	B
0.1134844553	B
0.1135557054	B
0.1135557054	B
0.0000000000	B
0.0000000000	B
0.1706159235	B
0.1706159235	B
0.0000000000	B
0.3004778469	B
0.1706159235	B
0.1583388907	B
0.3004778469	B
0.0523943775	B
0.1706159235	B
0.2668784727	B
0.0496476133	B
0.1135557054	B
0.1334272203	B
0.1135557054	B
0.3004778469	B
0.0523943775	B
0.4015340196	B
0.2003737192	B
0.1186691867	B
0.4015340196	B
0.3004778469	B
0.3004778469	B
0.1333439736	B
0.2004986525	B
0.0000000000	B
0.2275794244	B
0.2004986525	B
0.1994744895	B
0.0000000000	B
0.1335938026	B
0.1333439736	B
0.2667118860	B
0.0998288865	B
0.0000000000	B
0.1137696083	B
0.1329295332	B
0.1329295332	B
0.1334272203	B
0.1334272203	B
0.0000000000	B
0.4064786945	B
0.2672118248	B
0.0998288865	B
0.1333439736	B
0.0000000000	B
0.0000000000	B
0.0998288865	B
0.0997041466	B
0.0998288865	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.1334272203	B
0.2668784727	B
0.1329711650	B
0.0998912899	B
0.0567729239	B
0.1333439736	B
0.1333439736	B
0.0000000000	B
0.1994744895	B
0.0000000000	B
0.0663549279	B
0.1333439736	B
0.0000000000	B
0.0000000000	B
0.0797695593	B
0.1329711650	B
0.0000000000	B
0.1598529960	B
0.1598529960	B
0.1598529960	B
0.1598529960	B
0.1598529960	B
0.1598529960	B
0.1600530189	B
0.1598529960	B
0.1598529960	B
0.1333439736	B
0.1333439736	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.1321786824	B
0.1599529896	B
0.1333439736	B
0.1333439736	B
0.1333439736	B
0.0000000000	B
0.1334272203	B
0.1329295332	B
0.1321786824	B
0.1321786824	B
0.1994744895	B
0.1321786824	B
0.0998288865	B
0.0000000000	B
0.0000000000	B
0.1599529896	B
0.0567729239	B
0.1600530189	B
0.1600530189	B
0.1600530189	B
0.1333439736	B
0.1333439736	B
0.0663133677	B
0.0663549279	B
0.0663549279	B
0.0998288865	B
0.0998288865	B
0.1329295332	B
0.1329295332	B
0.2004986525	B
0.1599529896	B
0.1329295332	B
0.1321786824	B
0.1599529896	B
0.0496476133	B
0.1329295332	B
0.0998912899	B
0.0468254600	B
0.0663549279	B
0.0000000000	B
0.0663549279	B
0.1599529896	B
0.0496476133	B
0.1334272203	B
0.1335938026	B
0.0000000000	B
0.0717831207	B
0.1335938026	B
0.1599529896	B
0.1599529896	B
0.0000000000	B
0.0000000000	B
0.1333439736	B
0.1994744895	B
0.0000000000	B
0.1334272203	B
0.1706694531	B
0.0000000000	B
0.2007486528	B
0.2003737192	B
0.4007837308	B
0.1333439736	B
0.0000000000	B
0.1329711650	B
0.1137339419	B
0.1137339419	B
0.2004986525	B
0.2004986525	B
0.0000000000	B
0.4064786945	B
0.4015340196	B
0.1333439736	B
0.2003737192	B
0.0000000000	B
0.0000000000	B
0.1333439736	B
0.1331775694	B
0.1333439736	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.2004986525	B
0.4010337378	B
0.1598529960	B
0.1334272203	B
0.0495863114	B
0.2003737192	B
0.2003737192	B
0.0000000000	B
0.1706694531	B
0.0000000000	B
0.0567729239	B
0.2003737192	B
0.0000000000	B
0.0000000000	B
0.0663549279	B
0.1598529960	B
0.0000000000	B
0.1329711650	B
0.1329711650	B
0.1329711650	B
0.1329711650	B
0.1329711650	B
0.1329711650	B
0.1331377666	B
0.1329711650	B
0.1329711650	B
0.2003737192	B
0.2003737192	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.1187439817	B
0.2003003645	B
0.2003737192	B
0.2003737192	B
0.2003737192	B
0.0000000000	B
0.2004986525	B
0.1137339419	B
0.1187439817	B
0.1187439817	B
0.1706694531	B
0.1187439817	B
0.1333439736	B
0.0000000000	B
0.0000000000	B
0.2003003645	B
0.0495863114	B
0.1331377666	B
0.1331377666	B
0.1331377666	B
0.2003737192	B
0.2003737192	B
0.0567373188	B
0.0567729239	B
0.0567729239	B
0.1333439736	B
0.1333439736	B
0.1137339419	B
0.1137339419	B
0.4017120967	B
0.2003003645	B
0.1137339419	B
0.1187439817	B
0.2003003645	B
0.0490145485	B
0.1137339419	B
0.1334272203	B
0.0462240086	B
0.0567729239	B
0.0000000000	B
0.0567729239	B
0.2003003645	B
0.0490145485	B
0.2004986525	B
0.2007486528	B
0.0000000000	B
0.0791060625	B
0.2007486528	B
0.2003003645	B
0.2003003645	B
0.0000000000	B
0.2003737192	B
0.1706694531	B
0.2004986525	B
0.0000000000	B
0.0000000000	B
0.1993495351	B
0.1598529960	B
0.3195633865	B
0.3994903148	B
0.2658230585	B
0.1490653470	B
0.0798694076	B
0.6029198509	B
0.6029198509	B
0.2275794244	B
0.2275794244	B
0.2396509961	B
0.4144837045	B
0.4002415358	B
0.2658230585	B
0.3195633865	B
0.2396509961	B
0.2396509961	B
0.2658230585	B
0.2654898376	B
0.2658230585	B
0.1993495351	B
0.1490653470	B
0.1993495351	B
0.2275794244	B
0.3997406322	B
0.1000161634	B
0.1328046824	B
0.2670451190	B
0.3195633865	B
0.3195633865	B
0.2396509961	B
0.0000000000	B
0.1993495351	B
0.4012838340	B
0.3195633865	B
0.2396509961	B
0.1993495351	B
0.8039982730	B
0.1000161634	B
0.2396509961	B
0.0798694076	B
0.0798694076	B
0.0798694076	B
0.0798694076	B
0.0798694076	B
0.0798694076	B
0.0799693272	B
0.0798694076	B
0.0798694076	B
0.3195633865	B
0.3195633865	B
0.1490653470	B
0.1490653470	B
0.1490653470	B
0.1490653470	B
0.0000000000	B
0.1336771384	B
0.3195633865	B
0.3195633865	B
0.3195633865	B
0.1993495351	B
0.2275794244	B
0.6029198509	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.2658230585	B
0.1490653470	B
0.2396509961	B
0.1336771384	B
0.2670451190	B
0.0799693272	B
0.0799693272	B
0.0799693272	B
0.3195633865	B
0.3195633865	B
0.1327214857	B
0.4012838340	B
0.4012838340	B
0.2658230585	B
0.2658230585	B
0.6029198509	B
0.6029198509	B
0.2659897583	B
0.1336771384	B
0.6029198509	B
0.0000000000	B
0.1336771384	B
0.0464134457	B
0.6029198509	B
0.1999253326	B
0.0436492095	B
0.4012838340	B
0.1490653470	B
0.4012838340	B
0.1336771384	B
0.0464134457	B
0.2275794244	B
0.1598529960	B
0.2396509961	B
0.1077517108	B
0.1598529960	B
0.1336771384	B
0.1336771384	B
0.1993495351	B
0.1706694531	B
0.3195633865	B
0.0000000000	B
0.1706694531	B
0.2275794244	B
0.1994744895	B
0.1706694531	B
0.2658230585	B
0.2002488305	B
0.8039982730	B
0.0000000000	B
0.4007126575	B
0.0998288865	B
0.1705624033	B
0.1992870746	B
0.1992870746	B
0.0000000000	B
0.0000000000	B
0.4012121989	B
0.4056035387	B
0.4014621032	B
0.0000000000	B
0.4012121989	B
0.4012121989	B
0.0000000000	B
0.0000000000	B
0.2002488305	B
0.0998288865	B
0.2002488305	B
0.0000000000	B
0.4009623836	B
0.1993495351	B
0.4007837308	B
0.1134844553	B
0.0000000000	B
0.0000000000	B
0.4012121989	B
0.2658230585	B
0.2002488305	B
0.1326383187	B
0.0000000000	B
0.4012121989	B
0.2002488305	B
0.1594533785	B
0.1993495351	B
0.4012121989	B
0.2396509961	B
0.2396509961	B
0.2396509961	B
0.2396509961	B
0.2396509961	B
0.2396509961	B
0.2399510921	B
0.2396509961	B
0.2396509961	B
0.0000000000	B
0.0000000000	B
0.0998288865	B
0.0998288865	B
0.0998288865	B
0.0998288865	B
0.1761425828	B
0.2398010173	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.2002488305	B
0.0000000000	B
0.1992870746	B
0.1761425828	B
0.1761425828	B
0.2658230585	B
0.1761425828	B
0.0000000000	B
0.0998288865	B
0.4012121989	B
0.2398010173	B
0.1134844553	B
0.2399510921	B
0.2399510921	B
0.2399510921	B
0.0000000000	B
0.0000000000	B
0.1325551813	B
0.1326383187	B
0.1326383187	B
0.0000000000	B
0.0000000000	B
0.1992870746	B
0.1992870746	B
0.0000000000	B
0.2398010173	B
0.1992870746	B
0.1761425828	B
0.2398010173	B
0.0523559000	B
0.1992870746	B
0.4007837308	B
0.0496112534	B
0.1326383187	B
0.0998288865	B
0.1326383187	B
0.2398010173	B
0.0523559000	B
0.0000000000	B
0.8039982730	B
0.4012121989	B
0.1320124173	B
0.8039982730	B
0.2398010173	B
0.2398010173	B
0.2002488305	B
0.1333439736	B
0.0000000000	B
0.2658230585	B
0.1333439736	B
0.0000000000	B
0.0998288865	B
0.1333439736	B
0.2658230585	B
0.1993495351	B
0.4019621794	B
0.4012121989	B
0.8024974686	B
0.2002488305	B
0.0000000000	B
0.1136982819	B
0.1328462919	B
0.1328462919	B
0.1333439736	B
0.1333439736	B
0.0000000000	B
0.4060410494	B
0.8039982730	B
0.2002488305	B
0.4012121989	B
0.0000000000	B
0.0000000000	B
0.2002488305	B
0.1999991866	B
0.2002488305	B
0.0000000000	B
0.1333439736	B
0.8029975582	B
0.1328879089	B
0.2003737192	B
0.0567373188	B
0.4012121989	B
0.4012121989	B
0.0000000000	B
0.1993495351	B
0.0000000000	B
0.0663133677	B
0.4012121989	B
0.0000000000	B
0.0797196619	B
0.1328879089	B
0.0000000000	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1599529896	B
0.1597530381	B
0.1597530381	B
0.4012121989	B
0.4012121989	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.1320955350	B
0.1598529960	B
0.4012121989	B
0.4012121989	B
0.4012121989	B
0.1333439736	B
0.1328462919	B
0.1320955350	B
0.1320955350	B
0.1993495351	B
0.1320955350	B
0.2002488305	B
0.0000000000	B
0.0000000000	B
0.1598529960	B
0.0567373188	B
0.1599529896	B
0.1599529896	B
0.1599529896	B
0.4012121989	B
0.4012121989	B
0.0662718223	B
0.0663133677	B
0.0663133677	B
0.2002488305	B
0.2002488305	B
0.1328462919	B
0.1328462919	B
0.2003737192	B
0.1598529960	B
0.1328462919	B
0.1320955350	B
0.1598529960	B
0.0489785735	B
0.1328462919	B
0.2003737192	B
0.0461901751	B
0.0663133677	B
0.0000000000	B
0.0663133677	B
0.1598529960	B
0.0489785735	B
0.1333439736	B
0.4019621794	B
0.0000000000	B
0.0880007461	B
0.4019621794	B
0.1598529960	B
0.1598529960	B
0.0000000000	B
0.4012121989	B
0.1993495351	B
0.0000000000	B
0.1333439736	B
0.0000000000	B
0.0000000000	B
0.1993495351	B
0.2002488305	B
0.1999253326	B
0.0663133677	B
0.1597530381	B
0.1594533785	B
0.2392012539	B
0.1326383187	B
0.0495863114	B
0.0798194746	B
0.1135557054	B
0.1135557054	B
0.0797196619	B
0.4149991556	B
0.2396509961	B
0.1326383187	B
0.1594533785	B
0.0797196619	B
0.0797196619	B
0.1326383187	B
0.1324720736	B
0.1326383187	B
0.0663133677	B
0.0495863114	B
0.0663133677	B
0.1135557054	B
0.2393511144	B
0.0999537155	B
0.0000000000	B
0.0000000000	B
0.1594533785	B
0.1594533785	B
0.0797196619	B
0.1999253326	B
0.0663133677	B
0.1594533785	B
0.0797196619	B
0.0663133677	B
0.0000000000	B
0.0999537155	B
0.0797196619	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0799193585	B
0.0798194746	B
0.0798194746	B
0.1594533785	B
0.1594533785	B
0.0495863114	B
0.0495863114	B
0.0495863114	B
0.0495863114	B
0.1135557054	B
0.1335938026	B
0.1594533785	B
0.1594533785	B
0.1594533785	B
0.0663133677	B
0.1135557054	B
0.1135557054	B
0.1135557054	B
0.1999253326	B
0.1135557054	B
0.1326383187	B
0.0495863114	B
0.0797196619	B
0.1335938026	B
0.0000000000	B
0.0799193585	B
0.0799193585	B
0.0799193585	B
0.1594533785	B
0.1594533785	B
0.0000000000	B
0.1326383187	B
0.1326383187	B
0.1327214857	B
0.1335938026	B
0.1135557054	B
0.1335938026	B
0.0444253242	B
0.0000000000	B
0.0416587019	B
0.0495863114	B
0.0000000000	B
0.1335938026	B
0.0444253242	B
0.1135557054	B
0.1597530381	B
0.0797196619	B
0.0358433204	B
0.1597530381	B
0.1335938026	B
0.1335938026	B
0.0663133677	B
0.0567729239	B
0.1594533785	B
0.1999253326	B
0.0567729239	B
0.1135557054	B
0.0663549279	B
0.0567729239	B
0.4012838340	B
0.1326383187	B
0.0663133677	B
0.3195633865	B
0.4012121989	B
0.0000000000	B
0.1333439736	B
0.1993495351	B
0.2395760056	B
0.2395760056	B
0.0000000000	B
0.0000000000	B
0.4095860910	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.4012121989	B
0.1333439736	B
0.4012121989	B
0.0000000000	B
0.2396509961	B
0.8029975582	B
0.1326383187	B
0.3195633865	B
0.4012121989	B
0.1594533785	B
0.4012121989	B
0.1996755345	B
0.2396509961	B
0.3001025369	B
0.3001025369	B
0.3001025369	B
0.3001025369	B
0.3001025369	B
0.3001025369	B
0.3004778469	B
0.3001025369	B
0.3001025369	B
0.1333439736	B
0.1333439736	B
0.1333439736	B
0.1333439736	B
0.1985214824	B
0.3002901583	B
0.4012121989	B
0.0000000000	B
0.2395760056	B
0.1985214824	B
0.1985214824	B
0.3195633865	B
0.1985214824	B
0.0000000000	B
0.1333439736	B
0.3002901583	B
0.1326383187	B
0.3004778469	B
0.3004778469	B
0.3004778469	B
0.1593535632	B
0.1594533785	B
0.1594533785	B
0.0000000000	B
0.0000000000	B
0.2395760056	B
0.2395760056	B
0.0000000000	B
0.3002901583	B
0.2395760056	B
0.1985214824	B
0.3002901583	B
0.0530322919	B
0.2395760056	B
0.8029975582	B
0.0502569386	B
0.1594533785	B
0.1333439736	B
0.1594533785	B
0.3002901583	B
0.0530322919	B
0.0000000000	B
0.1487845833	B
0.3002901583	B
0.3002901583	B
0.4012121989	B
0.2003737192	B
0.3195633865	B
0.2003737192	B
0.0000000000	B
0.1333439736	B
0.2003737192	B
0.3195633865	B
0.0000000000	B
0.4012121989	B
0.1594533785	B
0.0799193585	B
0.1598529960	B
0.1001411261	B
0.3002901583	B
0.4004233129	B
0.2398010173	B
0.1599529896	B
0.0000000000	B
0.2676288497	B
0.2676288497	B
0.3004778469	B
0.3004778469	B
0.2001753092	B
0.4123609355	B
0.4011747591	B
0.2398010173	B
0.3002901583	B
0.2001753092	B
0.2001753092	B
0.2398010173	B
0.2395010284	B
0.2398010173	B
0.1598529960	B
0.1599529896	B
0.1598529960	B
0.3004778469	B
0.4006737054	B
0.0000000000	B
0.0798694076	B
0.1000161634	B
0.3002901583	B
0.3002901583	B
0.2001753092	B
0.0799193585	B
0.1598529960	B
0.1335938026	B
0.3002901583	B
0.2001753092	B
0.1598529960	B
0.2007486528	B
0.0000000000	B
0.2001753092	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.3002901583	B
0.3002901583	B
0.1599529896	B
0.1599529896	B
0.1599529896	B
0.1599529896	B
0.0496486222	B
0.3002901583	B
0.3002901583	B
0.3002901583	B
0.1598529960	B
0.3004778469	B
0.2676288497	B
0.0496486222	B
0.0496486222	B
0.0799193585	B
0.0496486222	B
0.2398010173	B
0.1599529896	B
0.2001753092	B
0.1000161634	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.3002901583	B
0.3002901583	B
0.0568085416	B
0.1335938026	B
0.1335938026	B
0.2398010173	B
0.2398010173	B
0.2676288497	B
0.2676288497	B
0.4013549091	B
0.2676288497	B
0.0496486222	B
0.0478563768	B
0.2676288497	B
0.1335938026	B
0.0451233635	B
0.1335938026	B
0.1599529896	B
0.1335938026	B
0.0478563768	B
0.3004778469	B
0.1001411261	B
0.2001753092	B
0.0792057511	B
0.1001411261	B
0.1598529960	B
0.2003003645	B
0.3002901583	B
0.0799193585	B
0.2003003645	B
0.3004778469	B
0.1599529896	B
0.2003003645	B
0.1336771384	B
0.2398010173	B
0.1598529960	B
0.1335938026	B
0.3002901583	B
0.0000000000	B
0.1993495351	B
0.1598529960	B
0.3195633865	B
0.3994903148	B
0.2658230585	B
0.1490653470	B
0.0568441721	B
0.3003839942	B
0.3003839942	B
0.2275794244	B
0.2275794244	B
0.2396509961	B
0.4185352534	B
0.4002415358	B
0.2658230585	B
0.3195633865	B
0.2396509961	B
0.2396509961	B
0.2658230585	B
0.2654898376	B
0.2658230585	B
0.1993495351	B
0.1490653470	B
0.1993495351	B
0.2275794244	B
0.3997406322	B
0.0664380928	B
0.1999253326	B
0.1596531159	B
0.3195633865	B
0.3195633865	B
0.2396509961	B
0.1993495351	B
0.1999253326	B
0.3195633865	B
0.2396509961	B
0.1993495351	B
0.2670451190	B
0.0664380928	B
0.2396509961	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.0799693272	B
0.1335938026	B
0.1335938026	B
0.3195633865	B
0.3195633865	B
0.1490653470	B
0.1490653470	B
0.1490653470	B
0.1490653470	B
0.0000000000	B
0.0799193585	B
0.3195633865	B
0.3195633865	B
0.3195633865	B
0.1993495351	B
0.2275794244	B
0.3003839942	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.2658230585	B
0.1490653470	B
0.2396509961	B
0.0799193585	B
0.1596531159	B
0.0799693272	B
0.0799693272	B
0.0799693272	B
0.3195633865	B
0.3195633865	B
0.1327214857	B
0.1999253326	B
0.1999253326	B
0.2658230585	B
0.2658230585	B
0.3003839942	B
0.3003839942	B
0.2659897583	B
0.0799193585	B
0.3003839942	B
0.0000000000	B
0.0799193585	B
0.0464134457	B
0.3003839942	B
0.1328046824	B
0.0436492095	B
0.1999253326	B
0.1490653470	B
0.1999253326	B
0.0799193585	B
0.0464134457	B
0.2275794244	B
0.1598529960	B
0.2396509961	B
0.1321786824	B
0.1598529960	B
0.0799193585	B
0.0799193585	B
0.1993495351	B
0.1706694531	B
0.3195633865	B
0.1706694531	B
0.2275794244	B
0.1994744895	B
0.1706694531	B
0.0000000000	B
0.2658230585	B
0.1993495351	B
0.1999253326	B
0.3195633865	B
0.0799193585	B
0.1999253326	B
0.0663133677	B
0.1597530381	B
0.1594533785	B
0.2392012539	B
0.1326383187	B
0.0495863114	B
0.0798194746	B
0.1135557054	B
0.1135557054	B
0.0797196619	B
0.4149991556	B
0.2396509961	B
0.1326383187	B
0.1594533785	B
0.0797196619	B
0.0797196619	B
0.1326383187	B
0.1324720736	B
0.1326383187	B
0.0663133677	B
0.0495863114	B
0.0663133677	B
0.1135557054	B
0.2393511144	B
0.0999537155	B
0.0000000000	B
0.0000000000	B
0.1594533785	B
0.1594533785	B
0.0797196619	B
0.1999253326	B
0.0663133677	B
0.1594533785	B
0.0797196619	B
0.0663133677	B
0.0000000000	B
0.0999537155	B
0.0797196619	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0798194746	B
0.0799193585	B
0.0798194746	B
0.0798194746	B
0.1594533785	B
0.1594533785	B
0.0495863114	B
0.0495863114	B
0.0495863114	B
0.0495863114	B
0.1135557054	B
0.1335938026	B
0.1594533785	B
0.1594533785	B
0.1594533785	B
0.0663133677	B
0.1135557054	B
0.1135557054	B
0.1135557054	B
0.1999253326	B
0.1135557054	B
0.1326383187	B
0.0495863114	B
0.0797196619	B
0.1335938026	B
0.0000000000	B
0.0799193585	B
0.0799193585	B
0.0799193585	B
0.1594533785	B
0.1594533785	B
0.0000000000	B
0.1326383187	B
0.1326383187	B
0.1327214857	B
0.1335938026	B
0.1135557054	B
0.1335938026	B
0.0444253242	B
0.0000000000	B
0.0416587019	B
0.0495863114	B
0.0000000000	B
0.1335938026	B
0.0444253242	B
0.1135557054	B
0.1597530381	B
0.0797196619	B
0.0358433204	B
0.1597530381	B
0.1335938026	B
0.1335938026	B
0.0663133677	B
0.0567729239	B
0.1594533785	B
0.1999253326	B
0.0567729239	B
0.1135557054	B
0.0663549279	B
0.0567729239	B
0.4012838340	B
0.1326383187	B
0.0663133677	B
0.1594533785	B
0.1335938026	B
0.1999253326	B
0.0000000000	B
0.1993495351	B
0.1598529960	B
0.3195633865	B
0.3994903148	B
0.2658230585	B
0.1490653470	B
0.0568441721	B
0.3003839942	B
0.3003839942	B
0.2275794244	B
0.2275794244	B
0.2396509961	B
0.4185352534	B
0.4002415358	B
0.2658230585	B
0.3195633865	B
0.2396509961	B
0.2396509961	B
0.2658230585	B
0.2654898376	B
0.2658230585	B
0.1993495351	B
0.1490653470	B
0.1993495351	B
0.2275794244	B
0.3997406322	B
0.0664380928	B
0.1999253326	B
0.1596531159	B
0.3195633865	B
0.3195633865	B
0.2396509961	B
0.1993495351	B
0.1999253326	B
0.3195633865	B
0.2396509961	B
0.1993495351	B
0.2670451190	B
0.0664380928	B
0.2396509961	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.1335938026	B
0.0799693272	B
0.1335938026	B
0.1335938026	B
0.3195633865	B
0.3195633865	B
0.1490653470	B
0.1490653470	B
0.1490653470	B
0.1490653470	B
0.0000000000	B
0.0799193585	B
0.3195633865	B
0.3195633865	B
0.3195633865	B
0.1993495351	B
0.2275794244	B
0.3003839942	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.2658230585	B
0.1490653470	B
0.2396509961	B
0.0799193585	B
0.1596531159	B
0.0799693272	B
0.0799693272	B
0.0799693272	B
0.3195633865	B
0.3195633865	B
0.1327214857	B
0.1999253326	B
0.1999253326	B
0.2658230585	B
0.2658230585	B
0.3003839942	B
0.3003839942	B
0.2659897583	B
0.0799193585	B
0.3003839942	B
0.0000000000	B
0.0799193585	B
0.0464134457	B
0.3003839942	B
0.1328046824	B
0.0436492095	B
0.1999253326	B
0.1490653470	B
0.1999253326	B
0.0799193585	B
0.0464134457	B
0.2275794244	B
0.1598529960	B
0.2396509961	B
0.1321786824	B
0.1598529960	B
0.0799193585	B
0.0799193585	B
0.1993495351	B
0.1706694531	B
0.3195633865	B
0.1706694531	B
0.2275794244	B
0.1994744895	B
0.1706694531	B
0.0000000000	B
0.2658230585	B
0.1993495351	B
0.1999253326	B
0.3195633865	B
0.0799193585	B
0.1999253326	B
0.1993495351	B
0.4019621794	B
0.4012121989	B
0.8024974686	B
0.2002488305	B
0.0000000000	B
0.1136982819	B
0.1328462919	B
0.1328462919	B
0.1333439736	B
0.1333439736	B
0.0000000000	B
0.4060410494	B
0.8039982730	B
0.2002488305	B
0.4012121989	B
0.0000000000	B
0.0000000000	B
0.2002488305	B
0.1999991866	B
0.2002488305	B
0.0000000000	B
0.1333439736	B
0.8029975582	B
0.1328879089	B
0.2003737192	B
0.0567373188	B
0.4012121989	B
0.4012121989	B
0.0000000000	B
0.1993495351	B
0.0000000000	B
0.0663133677	B
0.4012121989	B
0.0000000000	B
0.0797196619	B
0.1328879089	B
0.0000000000	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1597530381	B
0.1599529896	B
0.1597530381	B
0.1597530381	B
0.4012121989	B
0.4012121989	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.1320955350	B
0.1598529960	B
0.4012121989	B
0.4012121989	B
0.4012121989	B
0.1333439736	B
0.1328462919	B
0.1320955350	B
0.1320955350	B
0.1993495351	B
0.1320955350	B
0.2002488305	B
0.0000000000	B
0.0000000000	B
0.1598529960	B
0.0567373188	B
0.1599529896	B
0.1599529896	B
0.1599529896	B
0.4012121989	B
0.4012121989	B
0.0662718223	B
0.0663133677	B
0.0663133677	B
0.2002488305	B
0.2002488305	B
0.1328462919	B
0.1328462919	B
0.2003737192	B
0.1598529960	B
0.1328462919	B
0.1320955350	B
0.1598529960	B
0.0489785735	B
0.1328462919	B
0.2003737192	B
0.0461901751	B
0.0663133677	B
0.0000000000	B
0.0663133677	B
0.1598529960	B
0.0489785735	B
0.1333439736	B
0.4019621794	B
0.0000000000	B
0.0880007461	B
0.4019621794	B
0.1598529960	B
0.1598529960	B
0.0000000000	B
0.4012121989	B
0.1993495351	B
0.0000000000	B
0.1333439736	B
0.0000000000	B
0.0000000000	B
0.1993495351	B
0.2002488305	B
0.0663133677	B
0.4012121989	B
0.1598529960	B
0.1993495351	B
0.0663133677	B
0.1993495351	B
0.0798694076	B
0.1597530381	B
0.1000786336	B
0.3001025369	B
0.4001730099	B
0.2396509961	B
0.1137696083	B
0.0000000000	B
0.1599029883	B
0.1599029883	B
0.1994744895	B
0.1994744895	B
0.2000502986	B
0.4159485470	B
0.4009241875	B
0.2396509961	B
0.3001025369	B
0.2000502986	B
0.2000502986	B
0.2396509961	B
0.2393511144	B
0.2396509961	B
0.1597530381	B
0.1137696083	B
0.1597530381	B
0.1994744895	B
0.4004233129	B
0.0000000000	B
0.1335104966	B
0.0663965029	B
0.3001025369	B
0.3001025369	B
0.2000502986	B
0.1335938026	B
0.1597530381	B
0.0798194746	B
0.3001025369	B
0.2000502986	B
0.1597530381	B
0.0999537155	B
0.0000000000	B
0.2000502986	B
0.0000000000	B
0.3001025369	B
0.3001025369	B
0.1137696083	B
0.1137696083	B
0.1137696083	B
0.1137696083	B
0.0663965029	B
0.0000000000	B
0.3001025369	B
0.3001025369	B
0.3001025369	B
0.1597530381	B
0.1994744895	B
0.1599029883	B
0.0663965029	B
0.0663965029	B
0.1335938026	B
0.0663965029	B
0.2396509961	B
0.1137696083	B
0.2000502986	B
0.0000000000	B
0.0663965029	B
0.0000000000	B
0.0000000000	B
0.0000000000	B
0.3001025369	B
0.3001025369	B
0.0797695593	B
0.0798194746	B
0.0798194746	B
0.2396509961	B
0.2396509961	B
0.1599029883	B
0.1599029883	B
0.2398010173	B
0.0000000000	B
0.1599029883	B
0.0663965029	B
0.0000000000	B
0.0484297094	B
0.1599029883	B
0.0798194746	B
0.0456681591	B
0.0798194746	B
0.1137696083	B
0.0798194746	B
0.0000000000	B
0.0484297094	B
0.1994744895	B
0.1000786336	B
0.2000502986	B
0.0993058425	B
0.1000786336	B
0.0000000000	B
0.0000000000	B
0.1597530381	B
0.1329711650	B
0.3001025369	B
0.1335938026	B
0.1329711650	B
0.1994744895	B
0.1598529960	B
0.1329711650	B
0.0798694076	B
0.2396509961	B
0.1597530381	B
0.0798194746	B
0.3001025369	B
0.0000000000	B
0.1335938026	B
0.0798194746	B
0.1335938026	B
0.1597530381	B
0.1596531159	B
0.0567373188	B
0.1328879089	B
0.1326383187	B
0.1989749393	B
0.1134844553	B
0.0439966260	B
0.0663965029	B
0.1334688547	B
0.1334688547	B
0.0991811510	B
0.0991811510	B
0.0663133677	B
0.4160302952	B
0.1993495351	B
0.1134844553	B
0.1326383187	B
0.0663133677	B
0.0663133677	B
0.1134844553	B
0.1133420314	B
0.1134844553	B
0.0567373188	B
0.0439966260	B
0.0567373188	B
0.0991811510	B
0.1990997600	B
0.0798194746	B
0.0000000000	B
0.1326383187	B
0.1326383187	B
0.0663133677	B
0.1596531159	B
0.0567373188	B
0.0000000000	B
0.1326383187	B
0.0663133677	B
0.0567373188	B
0.0000000000	B
0.0798194746	B
0.0663133677	B
0.0663965029	B
0.0663965029	B
0.0663965029	B
0.0663965029	B
0.0663965029	B
0.0663965029	B
0.0664796975	B
0.0663965029	B
0.0663965029	B
0.1326383187	B
0.1326383187	B
0.0439966260	B
0.0439966260	B
0.0439966260	B
0.0439966260	B
0.0991811510	B
0.1000161634	B
0.1326383187	B
0.1326383187	B
